image_name,Step_1,Step_2,Step_3,Step_4,Step_5,Step_6,Step_7,Step_8,Step_9,Step_10,Step_11,Step_12,Step_13,Step_14,Step_15,Step_16,Step_17,Step_18,Step_19,Step_20,Step_21,Step_22,Step_23,Step_24,Step_25,Step_26,Step_27,Step_28,Step_29,Step_30,Step_31,Step_32,Step_33,Step_34,Step_35,Step_36,Step_37,Step_38,Step_39,Step_40,Step_41,Step_42,Step_43,Step_44,Step_45,Step_46,Step_47,Step_48,Step_49,Step_50
278.png,-519.5,-770.125,-1152.375,-1348.125,-1492.375,-1618.875,-1727.5,-1839.9375,-1942.125,-2027.6875,-2095.5,-2139.34375,-2192.78125,-2246.65625,-2296.71875,-2343.3125,-2393.3125,-2434.0625,-2467.4375,-2499.875,-2533.71875,-2564.765625,-2592.75,-2618.421875,-2641.609375,-2666.25,-2688.6875,-2709.609375,-2731.34375,-2750.390625,-2766.796875,-2782.0625,-2798.046875,-2812.4921875,-2827.3515625,-2840.703125,-2852.765625,-2864.0078125,-2874.7265625,-2884.5625,-2893.9140625,-2903.3671875,-2912.7421875,-2921.9375,-2930.8984375,-2939.640625,-2949.078125,-2959.8828125,-2975.765625,-2981.4375
279.png,-634.5,-833.625,-1077.625,-1262.25,-1361.625,-1435.25,-1534.3125,-1609.3125,-1691.875,-1775.4375,-1837.03125,-1892.3125,-1943.46875,-1995.28125,-2050.1875,-2096.46875,-2141.375,-2180.34375,-2218.4375,-2252.84375,-2285.6875,-2316.234375,-2344.390625,-2371.703125,-2399.203125,-2424.890625,-2446.515625,-2466.625,-2486.421875,-2504.90625,-2522.09375,-2537.890625,-2553.015625,-2566.875,-2580.546875,-2593.046875,-2605.234375,-2616.6484375,-2627.8046875,-2638.375,-2649.171875,-2659.484375,-2669.28125,-2679.015625,-2688.1796875,-2697.296875,-2707.03125,-2718.1796875,-2735.5859375,-2741.4765625
280.png,-522.0,-805.75,-1132.75,-1271.5,-1416.375,-1530.4375,-1659.6875,-1754.9375,-1851.4375,-1936.4375,-2017.1875,-2110.25,-2175.0,-2228.8125,-2299.3125,-2351.03125,-2402.1875,-2451.71875,-2495.46875,-2533.3125,-2571.125,-2605.625,-2659.875,-2697.59375,-2725.015625,-2750.640625,-2775.15625,-2796.265625,-2815.171875,-2833.109375,-2851.109375,-2867.46875,-2882.3046875,-2896.8203125,-2911.453125,-2923.5390625,-2935.609375,-2946.296875,-2956.7890625,-2966.65625,-2976.171875,-2985.234375,-2993.9921875,-3002.7109375,-3010.58203125,-3018.37109375,-3026.328125,-3035.4765625,-3049.9609375,-3055.2734375
281.png,-523.0,-813.0,-1003.75,-1174.75,-1307.0,-1392.125,-1484.625,-1550.3125,-1611.21875,-1662.78125,-1717.75,-1765.75,-1812.375,-1859.84375,-1904.9375,-1947.75,-1989.84375,-2023.84375,-2057.875,-2090.3125,-2121.265625,-2153.234375,-2183.875,-2211.671875,-2239.125,-2264.28125,-2287.8125,-2310.46875,-2331.59375,-2353.03125,-2372.921875,-2391.515625,-2409.140625,-2425.40625,-2439.6640625,-2453.4453125,-2465.9921875,-2477.2421875,-2487.453125,-2496.984375,-2506.46875,-2515.6953125,-2524.5859375,-2532.8125,-2541.1875,-2549.5859375,-2558.1171875,-2568.25,-2584.046875,-2589.53515625
282.png,-512.0,-836.75,-1031.375,-1175.5,-1268.8125,-1344.625,-1428.25,-1509.3125,-1596.6875,-1672.8125,-1752.625,-1827.3125,-1892.0,-1959.875,-2018.53125,-2067.1875,-2115.9375,-2171.03125,-2217.15625,-2262.84375,-2303.09375,-2342.15625,-2377.46875,-2410.25,-2440.34375,-2468.421875,-2498.171875,-2525.765625,-2549.515625,-2572.75,-2592.703125,-2610.0625,-2626.65625,-2642.0390625,-2656.421875,-2669.453125,-2681.96875,-2693.0546875,-2703.859375,-2713.7265625,-2723.734375,-2733.2265625,-2742.65625,-2751.5234375,-2760.171875,-2769.09375,-2778.140625,-2788.71875,-2804.640625,-2809.99609375
283.png,-428.0,-739.0,-991.75,-1141.5,-1263.6875,-1403.3125,-1531.25,-1617.9375,-1698.75,-1767.0,-1828.6875,-1888.9375,-1958.6875,-2019.46875,-2071.75,-2124.75,-2173.375,-2214.40625,-2252.71875,-2290.40625,-2325.1875,-2360.9375,-2393.90625,-2423.28125,-2450.96875,-2474.671875,-2499.875,-2522.421875,-2543.78125,-2564.53125,-2582.640625,-2600.140625,-2617.21875,-2632.1796875,-2646.109375,-2658.78125,-2670.8984375,-2681.6328125,-2691.1484375,-2700.5625,-2709.4140625,-2718.0859375,-2726.46875,-2734.2109375,-2741.7421875,-2749.4296875,-2757.859375,-2767.0625,-2781.6953125,-2786.68359375
284.png,-484.5,-790.0,-1064.0,-1249.375,-1333.25,-1446.375,-1569.625,-1663.1875,-1747.4375,-1828.1875,-1899.5625,-1963.5,-2025.875,-2086.65625,-2140.375,-2192.21875,-2242.34375,-2289.09375,-2333.90625,-2375.15625,-2413.625,-2447.8125,-2482.25,-2512.109375,-2541.890625,-2571.390625,-2598.3125,-2624.34375,-2647.671875,-2668.828125,-2688.75,-2706.875,-2723.53125,-2737.65625,-2750.375,-2763.1875,-2774.9921875,-2785.671875,-2795.5546875,-2804.7265625,-2813.0078125,-2821.375,-2830.234375,-2838.9140625,-2847.6171875,-2856.5234375,-2865.640625,-2875.3203125,-2889.4375,-2894.65234375
285.png,-552.5,-1050.75,-1305.625,-1470.375,-1586.9375,-1685.0625,-1790.625,-1873.9375,-1951.375,-2047.375,-2118.75,-2184.5625,-2241.125,-2292.4375,-2344.875,-2393.625,-2450.40625,-2495.65625,-2538.625,-2576.8125,-2614.0,-2647.84375,-2679.9375,-2714.15625,-2738.25,-2760.8125,-2781.703125,-2801.625,-2820.609375,-2839.796875,-2857.734375,-2875.1875,-2898.21875,-2914.734375,-2927.9140625,-2940.6015625,-2952.8046875,-2964.3671875,-2975.0390625,-2984.6328125,-2994.0703125,-3002.984375,-3011.3046875,-3019.6328125,-3027.375,-3035.4921875,-3044.1640625,-3053.5625,-3067.7734375,-3072.91015625
286.png,-580.5,-864.25,-1137.25,-1372.25,-1541.25,-1669.375,-1787.8125,-1898.125,-1967.125,-2034.375,-2106.25,-2176.8125,-2252.125,-2312.09375,-2359.84375,-2407.8125,-2455.9375,-2506.75,-2550.03125,-2587.78125,-2621.09375,-2651.53125,-2678.8125,-2704.84375,-2731.265625,-2753.75,-2774.0625,-2794.21875,-2815.125,-2833.359375,-2849.59375,-2865.5546875,-2880.6015625,-2895.15625,-2908.96875,-2922.2578125,-2935.1328125,-2946.6015625,-2957.6875,-2967.609375,-2977.25,-2985.9765625,-2994.5703125,-3002.9765625,-3011.0625,-3018.84375,-3027.34375,-3036.9140625,-3051.921875,-3057.44921875
287.png,-692.0,-934.375,-1076.375,-1190.9375,-1278.75,-1374.0625,-1449.25,-1516.0,-1582.8125,-1641.46875,-1701.3125,-1754.625,-1809.125,-1871.125,-1930.46875,-1980.59375,-2038.78125,-2092.53125,-2145.8125,-2190.09375,-2232.65625,-2268.78125,-2302.3125,-2338.46875,-2369.78125,-2398.234375,-2421.65625,-2443.78125,-2463.828125,-2482.265625,-2499.390625,-2515.078125,-2529.7890625,-2544.3359375,-2557.4140625,-2569.96875,-2581.984375,-2592.890625,-2603.1484375,-2613.1640625,-2622.3984375,-2631.3515625,-2640.7890625,-2649.703125,-2658.6171875,-2667.890625,-2677.59375,-2688.921875,-2705.515625,-2711.4375
288.png,-330.25,-661.25,-851.625,-1078.375,-1195.375,-1322.5625,-1436.375,-1549.0,-1633.0,-1719.0,-1772.34375,-1819.53125,-1871.28125,-1925.0625,-1973.0,-2022.8125,-2069.59375,-2120.0,-2170.4375,-2220.28125,-2257.71875,-2293.46875,-2323.109375,-2355.296875,-2379.96875,-2403.484375,-2426.625,-2446.0,-2466.34375,-2482.8125,-2498.0390625,-2512.4453125,-2525.4453125,-2537.0078125,-2547.8828125,-2558.6875,-2568.75,-2578.125,-2586.9609375,-2595.1640625,-2602.84765625,-2610.48046875,-2617.828125,-2624.94921875,-2631.89453125,-2639.078125,-2646.59765625,-2655.56640625,-2669.67578125,-2674.65234375
289.png,-666.0,-937.25,-1135.0,-1318.5,-1495.625,-1668.0,-1783.1875,-1884.8125,-1976.3125,-2084.125,-2148.5625,-2203.15625,-2254.46875,-2301.8125,-2345.5625,-2386.15625,-2420.15625,-2453.875,-2486.125,-2518.46875,-2550.71875,-2581.453125,-2610.125,-2637.1875,-2661.390625,-2685.5,-2706.9375,-2729.703125,-2750.34375,-2768.78125,-2786.921875,-2803.453125,-2818.9453125,-2834.375,-2848.515625,-2861.984375,-2875.171875,-2887.953125,-2898.984375,-2909.9140625,-2920.0859375,-2929.875,-2938.9765625,-2947.6875,-2956.1015625,-2964.9375,-2974.0703125,-2984.1640625,-2999.234375,-3004.6015625
290.png,-481.25,-775.0,-933.875,-1065.75,-1158.3125,-1239.625,-1319.4375,-1401.3125,-1475.8125,-1560.125,-1636.1875,-1711.125,-1777.6875,-1840.40625,-1894.5,-1949.375,-2004.59375,-2052.84375,-2092.9375,-2136.71875,-2180.46875,-2218.1875,-2252.90625,-2288.0,-2318.65625,-2348.375,-2376.46875,-2399.78125,-2421.609375,-2440.984375,-2459.984375,-2478.265625,-2493.8046875,-2507.65625,-2521.4609375,-2534.125,-2546.296875,-2557.1328125,-2567.5546875,-2578.40625,-2588.15625,-2597.8671875,-2607.609375,-2617.078125,-2627.1953125,-2637.9140625,-2648.8125,-2663.0859375,-2681.6640625,-2687.6015625
291.png,-662.0,-876.875,-1026.5,-1143.6875,-1237.1875,-1333.25,-1438.8125,-1518.5625,-1595.9375,-1671.0,-1736.9375,-1801.5625,-1863.125,-1916.78125,-1969.0625,-2018.6875,-2071.65625,-2113.625,-2157.03125,-2199.625,-2237.28125,-2276.40625,-2314.0,-2349.59375,-2384.25,-2421.59375,-2455.125,-2483.453125,-2508.84375,-2532.6875,-2553.71875,-2573.828125,-2591.71875,-2607.6875,-2621.8671875,-2635.1171875,-2647.6640625,-2658.625,-2668.921875,-2678.4375,-2687.59375,-2696.09375,-2704.3359375,-2712.06640625,-2719.625,-2727.5078125,-2735.7421875,-2745.21875,-2759.84375,-2765.28125
292.png,-576.0,-816.0,-964.75,-1125.375,-1335.375,-1490.5,-1612.3125,-1741.0625,-1847.125,-1933.6875,-2020.1875,-2107.125,-2221.5625,-2313.625,-2369.34375,-2418.6875,-2462.28125,-2503.09375,-2541.03125,-2580.15625,-2616.03125,-2651.15625,-2684.84375,-2712.71875,-2739.703125,-2764.59375,-2787.921875,-2808.078125,-2826.703125,-2845.53125,-2864.421875,-2882.34375,-2900.953125,-2916.984375,-2932.4296875,-2946.03125,-2959.234375,-2973.5546875,-2987.3203125,-3000.46875,-3010.6953125,-3020.8359375,-3030.3125,-3039.390625,-3048.6640625,-3058.0625,-3067.1484375,-3077.09375,-3092.3828125,-3097.55078125
293.png,-677.5,-1036.75,-1273.125,-1478.25,-1631.75,-1737.6875,-1830.0,-1935.375,-2037.875,-2130.1875,-2205.8125,-2273.0625,-2340.625,-2402.40625,-2476.46875,-2530.78125,-2580.34375,-2625.6875,-2674.40625,-2717.0625,-2756.8125,-2800.5625,-2842.6875,-2879.5,-2919.1875,-2953.4375,-2983.453125,-3013.703125,-3043.90625,-3070.40625,-3093.625,-3115.90625,-3136.21875,-3155.65625,-3173.390625,-3189.2734375,-3206.0390625,-3221.640625,-3236.1875,-3250.0625,-3262.6953125,-3274.5,-3285.6875,-3296.2890625,-3306.453125,-3316.15625,-3325.8046875,-3336.2578125,-3352.03125,-3357.578125
294.png,-570.0,-798.25,-959.25,-1094.5,-1233.625,-1385.5,-1496.8125,-1616.375,-1711.3125,-1798.125,-1866.625,-1940.3125,-2004.03125,-2063.75,-2120.90625,-2175.90625,-2227.09375,-2273.1875,-2315.4375,-2358.90625,-2403.59375,-2445.9375,-2480.09375,-2511.46875,-2542.84375,-2568.609375,-2591.640625,-2614.421875,-2636.1875,-2656.28125,-2674.125,-2691.09375,-2706.7890625,-2721.1796875,-2734.84375,-2747.8671875,-2760.46875,-2772.578125,-2784.2265625,-2794.53125,-2804.4453125,-2814.1015625,-2823.0390625,-2831.609375,-2840.03125,-2848.203125,-2856.90625,-2866.4609375,-2881.171875,-2886.5078125
295.png,-825.5,-1111.25,-1266.25,-1455.5,-1574.6875,-1689.0,-1808.3125,-1907.4375,-1991.3125,-2066.5,-2161.25,-2216.9375,-2273.84375,-2317.9375,-2358.59375,-2405.84375,-2444.9375,-2481.125,-2514.15625,-2545.671875,-2576.875,-2608.296875,-2635.21875,-2662.203125,-2685.46875,-2711.40625,-2735.1875,-2757.03125,-2777.9375,-2797.53125,-2815.796875,-2832.578125,-2848.4765625,-2862.9453125,-2875.953125,-2888.1875,-2899.140625,-2909.6328125,-2919.3984375,-2928.7109375,-2937.40625,-2945.6796875,-2953.3046875,-2960.83984375,-2968.015625,-2975.375,-2983.3984375,-2992.328125,-3006.5625,-3011.609375
296.png,-639.0,-882.125,-1090.875,-1213.6875,-1309.125,-1404.4375,-1499.8125,-1568.6875,-1643.875,-1740.625,-1820.375,-1894.6875,-1952.9375,-2007.6875,-2068.21875,-2136.90625,-2195.71875,-2242.21875,-2281.40625,-2317.46875,-2363.40625,-2398.0625,-2461.5,-2490.9375,-2515.40625,-2541.6875,-2565.234375,-2587.53125,-2608.0625,-2627.875,-2645.734375,-2661.71875,-2677.09375,-2690.9765625,-2703.1953125,-2715.28125,-2726.4609375,-2737.5,-2747.4453125,-2756.9921875,-2766.0234375,-2774.4375,-2783.1015625,-2791.5859375,-2800.3203125,-2809.0234375,-2818.203125,-2828.5703125,-2844.7734375,-2850.31640625
297.png,-744.0,-1020.0,-1234.375,-1435.375,-1556.3125,-1686.5625,-1824.0625,-1942.4375,-2013.875,-2068.375,-2126.0,-2184.53125,-2242.5,-2306.6875,-2362.71875,-2411.0625,-2459.375,-2503.28125,-2545.59375,-2591.3125,-2631.375,-2667.03125,-2697.046875,-2727.5,-2755.625,-2782.65625,-2809.625,-2832.234375,-2854.46875,-2877.65625,-2897.265625,-2915.953125,-2934.6875,-2952.71875,-2969.296875,-2984.6640625,-3000.1875,-3014.4375,-3028.625,-3042.0078125,-3054.6875,-3066.1796875,-3077.3984375,-3087.234375,-3096.7578125,-3106.203125,-3116.765625,-3127.9296875,-3144.2578125,-3149.80859375
298.png,-506.5,-931.5,-1188.0,-1368.125,-1473.875,-1602.625,-1699.6875,-1788.0,-1864.125,-1922.1875,-1975.34375,-2034.3125,-2083.5,-2134.21875,-2179.4375,-2226.625,-2271.28125,-2312.34375,-2349.5625,-2384.4375,-2418.5,-2457.21875,-2492.25,-2530.15625,-2564.84375,-2598.1875,-2632.6875,-2663.890625,-2686.328125,-2709.8125,-2728.625,-2747.4375,-2763.3046875,-2777.109375,-2789.6328125,-2801.0,-2811.53125,-2821.4453125,-2831.0859375,-2840.25,-2849.6328125,-2857.9609375,-2866.0859375,-2873.82421875,-2881.4765625,-2889.328125,-2898.4296875,-2908.4375,-2923.7890625,-2929.078125
299.png,-392.25,-599.0,-775.625,-953.125,-1116.25,-1304.375,-1441.875,-1601.75,-1726.0,-1827.25,-1917.1875,-1998.125,-2075.8125,-2177.5,-2233.375,-2280.46875,-2328.28125,-2367.6875,-2410.59375,-2445.375,-2476.421875,-2506.953125,-2537.84375,-2567.671875,-2594.515625,-2619.96875,-2644.734375,-2667.296875,-2688.125,-2708.921875,-2726.8125,-2743.421875,-2758.46875,-2772.0390625,-2785.1171875,-2797.453125,-2808.703125,-2819.5859375,-2830.2265625,-2840.375,-2849.1640625,-2857.4921875,-2866.4296875,-2874.00390625,-2881.484375,-2888.70703125,-2896.65625,-2905.734375,-2919.8203125,-2924.96875
300.png,-548.0,-802.125,-1078.375,-1299.125,-1458.625,-1601.0,-1711.4375,-1792.0,-1863.0,-1929.0625,-1998.25,-2057.375,-2109.40625,-2166.6875,-2212.1875,-2260.875,-2304.5,-2346.25,-2381.78125,-2417.46875,-2450.71875,-2483.34375,-2514.359375,-2545.515625,-2576.171875,-2608.0,-2639.09375,-2666.40625,-2692.78125,-2715.375,-2736.53125,-2757.109375,-2774.875,-2791.203125,-2806.4765625,-2820.0703125,-2833.0,-2845.546875,-2857.4609375,-2869.4296875,-2880.4921875,-2891.0625,-2901.1953125,-2911.0234375,-2920.59375,-2930.1796875,-2940.046875,-2951.390625,-2968.3125,-2974.09765625
301.png,-707.0,-1062.25,-1217.375,-1318.375,-1436.625,-1582.125,-1704.875,-1800.875,-1877.5625,-1951.1875,-2024.8125,-2089.0,-2151.375,-2213.5625,-2269.09375,-2322.9375,-2374.6875,-2428.90625,-2482.65625,-2526.53125,-2566.25,-2608.03125,-2650.6875,-2686.375,-2718.84375,-2747.84375,-2773.515625,-2796.65625,-2816.90625,-2837.265625,-2858.421875,-2877.96875,-2894.609375,-2909.6875,-2923.3671875,-2936.6171875,-2949.546875,-2961.9296875,-2974.53125,-2986.328125,-2997.0625,-3007.1484375,-3016.3984375,-3025.625,-3034.53125,-3043.3046875,-3053.203125,-3064.0859375,-3080.4609375,-3085.8828125
302.png,-390.75,-679.0,-943.5,-1132.5,-1272.375,-1373.625,-1481.3125,-1571.5,-1646.6875,-1710.4375,-1770.75,-1827.96875,-1877.21875,-1927.59375,-1977.03125,-2024.71875,-2074.09375,-2116.125,-2153.3125,-2192.0625,-2226.53125,-2259.09375,-2288.75,-2315.40625,-2340.578125,-2363.5,-2384.203125,-2403.34375,-2420.34375,-2437.59375,-2452.9765625,-2468.0390625,-2482.2734375,-2495.84375,-2509.65625,-2522.640625,-2534.7578125,-2546.171875,-2556.890625,-2566.859375,-2576.0,-2584.4296875,-2592.671875,-2600.28125,-2607.8359375,-2615.3671875,-2623.015625,-2631.375,-2643.7890625,-2648.51953125
303.png,-639.0,-1162.0,-1412.125,-1560.25,-1741.75,-1892.125,-1969.4375,-2060.5625,-2152.8125,-2220.5,-2290.5625,-2355.0625,-2413.03125,-2458.1875,-2516.25,-2578.65625,-2623.34375,-2666.25,-2702.9375,-2735.5,-2766.96875,-2799.34375,-2829.578125,-2858.921875,-2885.328125,-2910.53125,-2934.21875,-2956.265625,-2978.09375,-2997.546875,-3014.984375,-3030.7421875,-3045.6875,-3060.8515625,-3074.171875,-3086.2578125,-3097.90625,-3108.46875,-3118.953125,-3129.078125,-3139.6640625,-3149.28125,-3158.3046875,-3167.3515625,-3176.265625,-3185.28125,-3194.703125,-3204.8046875,-3220.75,-3226.12109375
304.png,-796.0,-1164.5,-1375.625,-1521.375,-1599.8125,-1678.4375,-1752.6875,-1830.5,-1898.5,-1956.125,-2014.0625,-2073.21875,-2137.09375,-2195.875,-2255.84375,-2308.5625,-2368.3125,-2421.21875,-2476.65625,-2529.375,-2569.4375,-2607.96875,-2642.59375,-2672.484375,-2699.328125,-2726.28125,-2753.765625,-2778.28125,-2802.15625,-2823.390625,-2843.078125,-2862.453125,-2881.265625,-2900.09375,-2916.140625,-2930.234375,-2942.7890625,-2954.34375,-2965.9296875,-2976.453125,-2985.7265625,-2994.8359375,-3003.78125,-3012.7109375,-3021.40625,-3030.5234375,-3039.9140625,-3050.6484375,-3066.46875,-3071.875
305.png,-718.5,-1235.5,-1567.0,-1681.5,-1801.8125,-1940.0625,-2041.875,-2119.3125,-2187.9375,-2265.375,-2352.5,-2435.125,-2503.0,-2567.5,-2625.40625,-2676.53125,-2721.59375,-2764.90625,-2801.75,-2837.15625,-2870.5,-2901.546875,-2930.78125,-2959.109375,-2983.875,-3008.0625,-3031.75,-3052.96875,-3073.46875,-3093.421875,-3111.78125,-3129.5,-3147.171875,-3163.0078125,-3177.8984375,-3193.4140625,-3205.5390625,-3217.390625,-3228.375,-3238.4453125,-3247.859375,-3256.9921875,-3267.0703125,-3275.5390625,-3283.6796875,-3291.9921875,-3300.78125,-3310.359375,-3325.3046875,-3330.5859375
306.png,-557.5,-852.5,-1042.125,-1156.25,-1267.625,-1381.0625,-1490.375,-1629.25,-1706.625,-1774.5625,-1840.625,-1905.3125,-1967.21875,-2029.84375,-2082.96875,-2139.6875,-2193.5,-2242.0625,-2292.4375,-2339.5625,-2381.71875,-2420.3125,-2455.875,-2491.90625,-2523.71875,-2554.0,-2582.921875,-2609.796875,-2631.5625,-2653.203125,-2675.96875,-2700.625,-2718.015625,-2733.59375,-2749.1953125,-2764.5703125,-2780.15625,-2793.375,-2806.65625,-2819.625,-2831.2265625,-2842.1015625,-2851.8046875,-2861.5234375,-2870.7890625,-2880.46875,-2890.40625,-2900.7265625,-2917.0546875,-2922.88671875
307.png,-543.5,-788.5,-933.625,-1064.5,-1189.5,-1300.9375,-1418.5,-1490.9375,-1552.625,-1615.875,-1677.15625,-1733.6875,-1790.34375,-1838.90625,-1888.1875,-1934.59375,-1976.09375,-2014.96875,-2052.25,-2087.0625,-2122.90625,-2156.375,-2188.09375,-2214.609375,-2238.59375,-2261.25,-2279.25,-2296.21875,-2313.46875,-2328.9765625,-2343.890625,-2358.7421875,-2372.90625,-2386.703125,-2399.3828125,-2411.8515625,-2422.9765625,-2433.8984375,-2444.2734375,-2453.8203125,-2463.078125,-2471.5546875,-2479.96875,-2488.09375,-2496.3125,-2504.625,-2513.5,-2524.34375,-2539.3515625,-2544.80078125
308.png,-723.5,-937.875,-1129.75,-1279.875,-1390.0625,-1480.6875,-1546.75,-1612.4375,-1671.9375,-1725.34375,-1798.59375,-1857.9375,-1918.3125,-1966.78125,-2009.65625,-2053.5625,-2099.21875,-2143.375,-2183.15625,-2219.59375,-2253.5,-2287.5625,-2316.859375,-2345.0625,-2373.578125,-2402.375,-2425.296875,-2447.28125,-2468.046875,-2487.515625,-2505.46875,-2521.6875,-2538.453125,-2553.765625,-2567.125,-2579.9609375,-2592.2890625,-2603.7265625,-2614.9453125,-2626.28125,-2636.9296875,-2647.25,-2657.4609375,-2666.8359375,-2675.9921875,-2685.5078125,-2695.109375,-2705.3671875,-2721.203125,-2726.46484375
309.png,-560.0,-774.375,-942.875,-1028.125,-1119.3125,-1202.1875,-1287.5625,-1374.875,-1440.75,-1497.75,-1560.8125,-1616.53125,-1676.65625,-1731.4375,-1782.40625,-1831.5625,-1873.125,-1912.46875,-1948.65625,-1983.5625,-2014.90625,-2043.171875,-2071.65625,-2096.90625,-2121.796875,-2147.375,-2171.21875,-2191.828125,-2211.546875,-2231.796875,-2248.859375,-2264.6796875,-2280.390625,-2296.1328125,-2309.921875,-2324.4453125,-2336.171875,-2347.3515625,-2357.53125,-2366.9296875,-2375.734375,-2384.4375,-2392.0546875,-2399.796875,-2407.140625,-2414.53515625,-2422.83203125,-2432.10546875,-2446.55078125,-2451.70703125
310.png,-414.25,-783.25,-967.25,-1107.0,-1227.1875,-1336.875,-1439.6875,-1512.0625,-1591.5,-1653.03125,-1721.40625,-1780.03125,-1830.53125,-1882.40625,-1929.3125,-1977.9375,-2021.21875,-2062.875,-2104.375,-2144.5,-2183.03125,-2216.0625,-2245.65625,-2273.765625,-2298.140625,-2320.59375,-2341.765625,-2362.171875,-2380.359375,-2397.796875,-2413.484375,-2428.796875,-2442.8671875,-2455.9296875,-2468.09375,-2478.828125,-2489.3515625,-2498.953125,-2507.2265625,-2514.91796875,-2521.9765625,-2528.92578125,-2535.8046875,-2542.15625,-2548.59375,-2555.12890625,-2562.125,-2570.3671875,-2583.375,-2588.15625
311.png,-584.0,-852.75,-1145.5,-1373.875,-1496.125,-1621.25,-1718.1875,-1811.75,-1882.9375,-1970.4375,-2042.3125,-2102.90625,-2161.28125,-2218.96875,-2275.78125,-2332.0,-2390.4375,-2436.625,-2481.09375,-2523.9375,-2564.46875,-2605.40625,-2638.15625,-2669.0,-2696.375,-2722.75,-2747.09375,-2771.4375,-2794.8125,-2816.171875,-2835.921875,-2852.71875,-2867.734375,-2881.765625,-2895.40625,-2908.46875,-2920.5078125,-2931.9296875,-2942.7734375,-2952.8671875,-2962.1875,-2971.3515625,-2980.3828125,-2988.953125,-2997.3359375,-3005.75,-3014.65625,-3024.40625,-3039.015625,-3044.3046875
312.png,-521.0,-852.0,-1137.25,-1284.75,-1417.875,-1542.375,-1645.9375,-1717.3125,-1777.625,-1835.96875,-1894.15625,-1945.125,-1995.125,-2039.90625,-2089.78125,-2130.0,-2169.15625,-2211.6875,-2247.9375,-2284.15625,-2318.8125,-2349.90625,-2380.953125,-2410.28125,-2439.875,-2466.46875,-2490.78125,-2513.765625,-2534.390625,-2553.4375,-2572.140625,-2587.1796875,-2601.015625,-2614.3359375,-2627.046875,-2638.7734375,-2650.4453125,-2661.1484375,-2670.5234375,-2679.5859375,-2688.3125,-2696.84375,-2704.984375,-2713.15625,-2720.9765625,-2728.6640625,-2736.9453125,-2746.265625,-2760.578125,-2765.80859375
313.png,-337.0,-617.5,-837.75,-1010.875,-1136.4375,-1248.125,-1344.625,-1437.0,-1524.8125,-1585.6875,-1648.65625,-1706.75,-1761.90625,-1811.6875,-1865.78125,-1925.71875,-1988.4375,-2042.90625,-2089.84375,-2128.8125,-2165.46875,-2198.6875,-2229.84375,-2258.421875,-2284.703125,-2315.515625,-2338.640625,-2361.25,-2382.59375,-2403.0625,-2421.75,-2438.890625,-2456.046875,-2471.5546875,-2485.6640625,-2499.1796875,-2511.5859375,-2523.5234375,-2537.828125,-2548.640625,-2558.9921875,-2568.8203125,-2578.2265625,-2586.75,-2595.1171875,-2603.8046875,-2612.484375,-2622.390625,-2637.3984375,-2642.4765625
314.png,-913.0,-1209.0,-1359.375,-1466.9375,-1579.0625,-1664.875,-1734.5,-1805.4375,-1863.90625,-1925.5,-1983.34375,-2035.28125,-2089.65625,-2141.875,-2189.03125,-2237.9375,-2283.15625,-2331.375,-2374.59375,-2412.75,-2445.34375,-2476.390625,-2503.984375,-2529.515625,-2553.9375,-2576.265625,-2597.890625,-2618.734375,-2637.375,-2654.3125,-2669.578125,-2683.9609375,-2697.765625,-2711.625,-2724.4765625,-2735.1015625,-2744.4765625,-2753.0625,-2761.53125,-2768.95703125,-2776.12890625,-2782.80078125,-2789.484375,-2796.4140625,-2803.05078125,-2810.28125,-2817.90625,-2826.921875,-2840.84375,-2845.953125
315.png,-740.0,-939.5,-1126.125,-1223.125,-1374.625,-1465.3125,-1563.375,-1657.375,-1749.5625,-1858.5,-1972.125,-2025.46875,-2073.75,-2122.5,-2173.0,-2221.75,-2268.875,-2312.40625,-2349.375,-2389.125,-2425.25,-2458.34375,-2489.9375,-2519.59375,-2546.890625,-2572.421875,-2598.078125,-2621.328125,-2641.828125,-2660.921875,-2680.390625,-2697.53125,-2712.6640625,-2727.7890625,-2741.546875,-2754.4921875,-2766.7421875,-2778.96875,-2790.5703125,-2801.53125,-2811.84375,-2821.78125,-2831.0859375,-2840.3359375,-2849.3125,-2858.3671875,-2868.2421875,-2879.28125,-2896.65625,-2902.76953125
316.png,-1089.0,-1371.5,-1510.875,-1637.5,-1744.0625,-1834.75,-1926.625,-2010.5625,-2086.9375,-2147.96875,-2209.6875,-2265.90625,-2324.0,-2381.1875,-2445.5625,-2506.40625,-2555.0,-2609.65625,-2656.21875,-2699.125,-2745.65625,-2790.625,-2834.96875,-2875.125,-2909.71875,-2944.0625,-2972.453125,-3000.109375,-3025.46875,-3047.4375,-3068.625,-3088.59375,-3108.890625,-3127.671875,-3146.171875,-3163.625,-3180.046875,-3194.921875,-3209.421875,-3222.0390625,-3234.09375,-3245.2734375,-3256.375,-3266.8671875,-3277.8203125,-3288.296875,-3298.703125,-3310.34375,-3328.046875,-3333.953125
